number,value,datetime_start,datetime_complete,duration,params_dt_criterion,params_dt_max_depth,params_dt_min_samples_leaf,params_dt_min_samples_split,params_dt_splitter,params_feature_selector,params_hgb_learning_rate,params_hgb_max_bins,params_hgb_max_depth,params_hgb_max_iter,params_lasso_alpha,params_lgb_feature_fraction,params_lgb_learning_rate,params_lgb_max_depth,params_lgb_n_estimators,params_lgb_num_leaves,params_model,params_rf_bootstrap,params_rf_criterion,params_rf_max_depth,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,params_scaler,params_xgb_alpha,params_xgb_booster,params_xgb_lambda,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_n_estimators,user_attrs_MAE,user_attrs_MSE,user_attrs_R2,user_attrs_error,state
115,89.39504194408023,2025-05-04 05:04:49.875535,2025-05-04 05:04:54.309164,0 days 00:00:04.433629,,,,,,none,,,,,,0.9992018077554442,0.18318001029125588,5.0,245.0,74.0,LightGBM,,,,,,,standard,,,,,,,23.207767508451838,7991.473524183863,0.8715930024419475,,COMPLETE
116,86.99650306071757,2025-05-04 05:04:50.752936,2025-05-04 05:04:54.006451,0 days 00:00:03.253515,,,,,,none,,,,,,0.9882857538600399,0.225082719975298,4.0,266.0,91.0,LightGBM,,,,,,,standard,,,,,,,22.902573175050527,7568.391544793441,0.8783910837382238,,COMPLETE
117,85.30280146597187,2025-05-04 05:04:52.112986,2025-05-04 05:04:55.312150,0 days 00:00:03.199164,,,,,,none,,,,,,0.9957995266133207,0.20465728928810206,4.0,268.0,93.0,LightGBM,,,,,,,standard,,,,,,,23.198192408497988,7276.567937943013,0.8830801054885714,,COMPLETE
118,86.40108615736676,2025-05-04 05:04:54.010371,2025-05-04 05:04:58.949232,0 days 00:00:04.938861,,,,,,none,,,,,,0.9963658097649923,0.23552905356033502,5.0,267.0,96.0,LightGBM,,,,,,,standard,,,,,,,22.725785001437007,7465.147689172714,0.8800500060228883,,COMPLETE
119,87.17496398968808,2025-05-04 05:04:54.313836,2025-05-04 05:04:58.427195,0 days 00:00:04.113359,,,,,,none,,,,,,0.9984127152557257,0.22524107827742695,5.0,262.0,90.0,LightGBM,,,,,,,standard,,,,,,,22.761069505159902,7599.474346603413,0.8778916452749627,,COMPLETE
120,85.03284796246555,2025-05-04 05:04:55.318475,2025-05-04 05:04:58.542588,0 days 00:00:03.224113,,,,,,none,,,,,,0.9985616559759587,0.22441896367482736,4.0,269.0,101.0,LightGBM,,,,,,,standard,,,,,,,22.854741408329467,7230.585232607782,0.8838189556034877,,COMPLETE
121,86.12913430164322,2025-05-04 05:04:57.330867,2025-05-04 05:05:00.497899,0 days 00:00:03.167032,,,,,,none,,,,,,0.9940735939820393,0.2221091783031435,4.0,264.0,103.0,LightGBM,,,,,,,standard,,,,,,,23.27901229576944,7418.227775550496,0.8808039152006738,,COMPLETE
122,82.81192093517907,2025-05-04 05:04:58.431580,2025-05-04 05:05:01.774531,0 days 00:00:03.342951,,,,,,none,,,,,,0.949427689845722,0.2238864111508333,4.0,264.0,102.0,LightGBM,,,,,,,standard,,,,,,,22.93086370933801,6857.81424897435,0.8898086398138247,,COMPLETE
123,88.13802275928316,2025-05-04 05:04:58.547837,2025-05-04 05:05:02.728617,0 days 00:00:04.180780,,,,,,none,,,,,,0.9272105802576812,0.21446769030799942,5.0,259.0,84.0,LightGBM,,,,,,,standard,,,,,,,22.965338563112336,7768.311055915916,0.8751787770092051,,COMPLETE
124,86.20753325739342,2025-05-04 05:04:58.756931,2025-05-04 05:05:03.985640,0 days 00:00:05.228709,,,,,,none,,,,,,0.9139782420527564,0.21580502504962643,5.0,325.0,84.0,LightGBM,,,,,,,standard,,,,,,,22.49521191413744,7431.738790324592,0.8805868202136412,,COMPLETE
125,88.19498869998037,2025-05-04 05:04:58.953088,2025-05-04 05:05:04.242319,0 days 00:00:05.289231,,,,,,none,,,,,,0.9180725623205201,0.22359320172479324,5.0,287.0,77.0,LightGBM,,,,,,,standard,,,,,,,22.762867880367384,7778.3560317896645,0.8750173743356446,,COMPLETE
126,80.43090390092496,2025-05-04 05:04:59.056047,2025-05-04 05:05:11.630052,0 days 00:00:12.574005,,,,,,none,,,,,,0.9246089684840391,0.31995224472256395,4.0,951.0,131.0,LightGBM,,,,,,,standard,,,,,,,21.192702815601734,6469.130302319827,0.8960540135159192,,COMPLETE
127,79.91491597372108,2025-05-04 05:04:59.074174,2025-05-04 05:05:13.335648,0 days 00:00:14.261474,,,,,,none,,,,,,0.9112120864334359,0.3138426282180982,4.0,962.0,126.0,LightGBM,,,,,,,standard,,,,,,,21.322286841913446,6386.393795086899,0.8973834237241956,,COMPLETE
128,79.2169669815679,2025-05-04 05:04:59.080220,2025-05-04 05:05:13.214646,0 days 00:00:14.134426,,,,,,none,,,,,,0.9502846834448996,0.2984267863809974,4.0,952.0,130.0,LightGBM,,,,,,,standard,,,,,,,21.413008276326963,6275.327857758818,0.8991680312186846,,COMPLETE
129,81.05172649863057,2025-05-04 05:04:59.240690,2025-05-04 05:05:07.886139,0 days 00:00:08.645449,,,,,,none,,,,,,0.885201497653287,0.2949856969353172,3.0,963.0,126.0,LightGBM,,,,,,,standard,,,,,,,22.163151975407054,6569.382368408814,0.8944431633058144,,COMPLETE
130,83.92532840232076,2025-05-04 05:04:59.295587,2025-05-04 05:05:07.523681,0 days 00:00:08.228094,,,,,,none,,,,,,0.9311194930065909,0.3506055643282958,3.0,951.0,130.0,LightGBM,,,,,,,standard,,,,,,,22.831678363414138,7043.460747437387,0.886825671853953,,COMPLETE
131,85.70345787705769,2025-05-04 05:04:59.346962,2025-05-04 05:05:07.695119,0 days 00:00:08.348157,,,,,,none,,,,,,0.9120280421706091,0.341745910646706,3.0,956.0,133.0,LightGBM,,,,,,,standard,,,,,,,22.338328584631196,7345.082692084601,0.8819792104106955,,COMPLETE
132,87.64865444271854,2025-05-04 05:04:59.419851,2025-05-04 05:05:07.809572,0 days 00:00:08.389721,,,,,,none,,,,,,0.5972153074399904,0.36627553286152,3.0,998.0,127.0,LightGBM,,,,,,,standard,,,,,,,23.51803337058393,7682.286625619084,0.876561017565672,,COMPLETE
133,88.17004069409884,2025-05-04 05:04:59.651478,2025-05-04 05:05:07.041140,0 days 00:00:07.389662,,,,,,none,,,,,,0.6057974345583754,0.35517382339245046,3.0,873.0,129.0,LightGBM,,,,,,,standard,,,,,,,23.35269174857897,7773.956075999046,0.8750880728258231,,COMPLETE
134,82.213173270769,2025-05-04 05:04:59.868122,2025-05-04 05:05:20.191845,0 days 00:00:20.323723,,,,,,none,,,,,,0.607846783521076,0.366762581230111,6.0,855.0,127.0,LightGBM,,,,,,,standard,,,,,,,22.264245063274334,6759.005859249486,0.8913962930319353,,COMPLETE
135,86.00102975110896,2025-05-04 05:05:00.506537,2025-05-04 05:05:07.810639,0 days 00:00:07.304102,,,,,,none,,,,,,0.5960253163719553,0.3404193844782056,3.0,856.0,131.0,LightGBM,,,,,,,standard,,,,,,,23.925755880933753,7396.177118251128,0.8811582251648405,,COMPLETE
136,85.22151053559254,2025-05-04 05:05:00.982195,2025-05-04 05:05:08.442130,0 days 00:00:07.459935,,,,,,none,,,,,,0.9062798195179576,0.3657947381099782,3.0,869.0,122.0,LightGBM,,,,,,,standard,,,,,,,22.488178476329413,7262.705857968112,0.8833028413912932,,COMPLETE
137,86.78187585711585,2025-05-04 05:05:01.231565,2025-05-04 05:05:08.631163,0 days 00:00:07.399598,,,,,,none,,,,,,0.901492558777053,0.35198804480264034,3.0,862.0,121.0,LightGBM,,,,,,,standard,,,,,,,22.74215319107039,7531.093977279866,0.878990381057566,,COMPLETE
138,84.56623271134714,2025-05-04 05:05:01.598524,2025-05-04 05:05:09.228459,0 days 00:00:07.629935,,,,,,none,,,,,,0.9339701302123542,0.3684891921536784,3.0,882.0,119.0,LightGBM,,,,,,,standard,,,,,,,22.408600376195878,7151.447714989718,0.8850905372461949,,COMPLETE
139,84.38458385814596,2025-05-04 05:05:01.780665,2025-05-04 05:05:09.154401,0 days 00:00:07.373736,,,,,,none,,,,,,0.9220032965287596,0.34077416754584733,3.0,853.0,120.0,LightGBM,,,,,,,standard,,,,,,,22.428178503197557,7120.757992912468,0.8855836597042629,,COMPLETE
140,84.2299932583586,2025-05-04 05:05:02.210071,2025-05-04 05:05:09.613489,0 days 00:00:07.403418,,,,,,none,,,,,,0.9096748244365297,0.37469806899250885,3.0,856.0,129.0,LightGBM,,,,,,,standard,,,,,,,22.82848687651998,7094.691764303136,0.8860024918687264,,COMPLETE
141,83.83936065846932,2025-05-04 05:05:02.609226,2025-05-04 05:05:10.930930,0 days 00:00:08.321704,,,,,,none,,,,,,0.910123751559673,0.34004526868839086,3.0,874.0,126.0,LightGBM,,,,,,,standard,,,,,,,22.788235779745616,7029.038395620893,0.8870574102046936,,COMPLETE
142,87.91467155051109,2025-05-04 05:05:02.734593,2025-05-04 05:05:11.220362,0 days 00:00:08.485769,,,,,,none,,,,,,0.9012971330465644,0.34222708167597654,3.0,878.0,129.0,LightGBM,,,,,,,standard,,,,,,,22.949799367762253,7728.989473834245,0.8758105961948734,,COMPLETE
143,88.93031977179707,2025-05-04 05:05:02.842837,2025-05-04 05:05:11.034153,0 days 00:00:08.191316,,,,,,none,,,,,,0.5591040019399219,0.13222927465657036,3.0,996.0,129.0,LightGBM,,,,,,,standard,,,,,,,23.61908887939431,7908.601774714082,0.8729245857225021,,COMPLETE
144,85.52328803282481,2025-05-04 05:05:03.515054,2025-05-04 05:05:11.509629,0 days 00:00:07.994575,,,,,,none,,,,,,0.6554054759111925,0.14065340188784156,3.0,851.0,133.0,LightGBM,,,,,,,standard,,,,,,,23.068410559943658,7314.232795945515,0.8824749065456086,,COMPLETE
145,81.8206988361899,2025-05-04 05:05:03.802536,2025-05-04 05:05:12.140274,0 days 00:00:08.337738,,,,,,none,,,,,,0.9069918263299138,0.3345679460301126,3.0,861.0,130.0,LightGBM,,,,,,,standard,,,,,,,22.76927474027636,6694.626758042489,0.8924307364379555,,COMPLETE
146,80.35459566422165,2025-05-04 05:05:03.990093,2025-05-04 05:05:12.391092,0 days 00:00:08.400999,,,,,,none,,,,,,0.6434719173336408,0.34957473710828624,3.0,862.0,129.0,LightGBM,,,,,,,standard,,,,,,,22.96306959825134,6456.861044360548,0.8962511559543004,,COMPLETE
147,80.75917033083046,2025-05-04 05:05:04.169340,2025-05-04 05:05:11.342932,0 days 00:00:07.173592,,,,,,none,,,,,,0.5430794229400068,0.35630065155838,3.0,853.0,125.0,LightGBM,,,,,,,standard,,,,,,,23.778355609645672,6522.043592524086,0.8952038027624849,,COMPLETE
148,87.62660228230769,2025-05-04 05:05:04.244811,2025-05-04 05:05:11.435827,0 days 00:00:07.191016,,,,,,none,,,,,,0.5312004433063969,0.13253433436580828,3.0,857.0,131.0,LightGBM,,,,,,,standard,,,,,,,24.799672271059173,7678.421427541732,0.8766231235688487,,COMPLETE
149,80.09092396644517,2025-05-04 05:05:04.387625,2025-05-04 05:05:11.756291,0 days 00:00:07.368666,,,,,,none,,,,,,0.5223264815321914,0.357594922167069,3.0,863.0,117.0,LightGBM,,,,,,,standard,,,,,,,23.366680607747114,6414.556101798902,0.8969309117765236,,COMPLETE
150,87.77159687515385,2025-05-04 05:05:04.721313,2025-05-04 05:05:30.526785,0 days 00:00:25.805472,,,,,,none,,,,,,0.5492283046623858,0.35721894424878964,7.0,858.0,138.0,LightGBM,,,,,,,standard,,,,,,,22.987946490533577,7703.853218014517,0.8762144855564404,,COMPLETE
151,,2025-05-04 05:05:04.853653,2025-05-04 05:05:04.906296,0 days 00:00:00.052643,,,,,,none,,,,,,,,,,,RandomForest,True,mae,28.0,12.0,2.0,293.0,standard,,,,,,,,,,"The 'criterion' parameter of RandomForestRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mae' instead.",PRUNED
152,89.45429849000043,2025-05-04 05:05:04.909207,2025-05-04 05:05:30.832302,0 days 00:00:25.923095,,,,,,none,,,,,,0.5400664882963668,0.33385257358527093,7.0,870.0,120.0,LightGBM,,,,,,,standard,,,,,,,23.3832229526975,8002.071518338092,0.871422713870589,,COMPLETE
153,85.72934473296662,2025-05-04 05:05:06.042387,2025-05-04 05:05:31.637744,0 days 00:00:25.595357,,,,,,none,,,,,,0.534395186706228,0.3412547817662085,7.0,852.0,139.0,LightGBM,,,,,,,standard,,,,,,,22.789747339200193,7349.520548343833,0.8819079029357827,,COMPLETE
154,91.44813714283985,2025-05-04 05:05:06.416480,2025-05-04 05:05:11.734847,0 days 00:00:05.318367,,,,,,none,0.9261099391981985,242.0,40.0,991.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,26.679162059451833,8362.761786895646,0.8656271425915597,,COMPLETE
155,85.05592656059027,2025-05-04 05:05:07.046052,2025-05-04 05:05:39.231029,0 days 00:00:32.184977,,,,,,none,,,,,,0.5457208810330317,0.32499566245597955,7.0,827.0,142.0,LightGBM,,,,,,,standard,,,,,,,22.954456330526728,7234.5106430805245,0.8837558821075345,,COMPLETE
156,86.95264995816848,2025-05-04 05:05:07.527201,2025-05-04 05:05:26.501280,0 days 00:00:18.974079,,,,,,none,,,,,,0.5358397170162589,0.33742336220096053,6.0,817.0,145.0,LightGBM,,,,,,,standard,,,,,,,23.01680275334183,7560.763334747777,0.8785136538181648,,COMPLETE
157,96.72349024977302,2025-05-04 05:05:07.702025,2025-05-04 05:05:10.167725,0 days 00:00:02.465700,,,,,,none,0.8471305322781436,253.0,3.0,992.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,27.068578924194206,9355.433566097938,0.8496768923226653,,COMPLETE
158,98.16479689183443,2025-05-04 05:05:07.816821,2025-05-04 05:05:09.858866,0 days 00:00:02.042045,,,,,,none,0.9738851676681906,241.0,4.0,952.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,28.266932059849562,9636.327348815106,0.8451634909878196,,COMPLETE
159,86.11641433283107,2025-05-04 05:05:07.819311,2025-05-04 05:05:24.748086,0 days 00:00:16.928775,,,,,,none,,,,,,0.5468518538603455,0.14666649633883178,6.0,806.0,150.0,LightGBM,,,,,,,maxabs,,,,,,,21.798068936482785,7416.036817543832,0.8808391195141912,,COMPLETE
160,85.65625267901062,2025-05-04 05:05:07.895411,2025-05-04 05:05:28.638945,0 days 00:00:20.743534,,,,,,none,,,,,,0.642845051067966,0.1432710552794789,7.0,820.0,149.0,LightGBM,,,,,,,standard,,,,,,,21.763807296456818,7336.993623010513,0.8821091855735613,,COMPLETE
161,108.5417583150436,2025-05-04 05:05:08.447227,2025-05-04 05:05:11.192915,0 days 00:00:02.745688,,,,,,none,0.9392811003062951,255.0,40.0,997.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,27.890916316517743,11781.313298121335,0.8106978564936165,,COMPLETE
162,,2025-05-04 05:05:08.638677,2025-05-04 05:05:08.684029,0 days 00:00:00.045352,,,,,,none,0.6993479160653663,256.0,4.0,991.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,,,,"The 'max_bins' parameter of HistGradientBoostingRegressor must be an int in the range [2, 255]. Got 256 instead.",PRUNED
163,83.41344112561883,2025-05-04 05:05:08.686486,2025-05-04 05:05:18.163199,0 days 00:00:09.476713,,,,,,none,,,,,,0.5386795855002482,0.14760662338317818,6.0,455.0,137.0,LightGBM,,,,,,,standard,,,,,,,22.64638484084315,6957.802160417078,0.8882020340406082,,COMPLETE
164,82.70612717544857,2025-05-04 05:05:09.160428,2025-05-04 05:05:22.073518,0 days 00:00:12.913090,,,,,,none,,,,,,0.5397409477773802,0.1393819624282273,7.0,484.0,147.0,LightGBM,,,,,,,standard,,,,,,,22.4539686583143,6840.303472361472,0.8900900029745692,,COMPLETE
165,83.37557648588408,2025-05-04 05:05:09.237185,2025-05-04 05:05:27.131381,0 days 00:00:17.894196,,,,,,none,,,,,,0.6502674141549052,0.13980102058676847,6.0,922.0,149.0,LightGBM,,,,,,,standard,,,,,,,21.121606991558384,6951.486754353506,0.8883035099860054,,COMPLETE
166,86.41914406523932,2025-05-04 05:05:09.622367,2025-05-04 05:05:35.168010,0 days 00:00:25.545643,,,,,,none,,,,,,0.5384880991746255,0.5021618633026832,7.0,820.0,144.0,LightGBM,,,,,,,standard,,,,,,,24.00527981209438,7468.268460968589,0.8799998614612928,,COMPLETE
167,98.54833946768638,2025-05-04 05:05:09.865015,2025-05-04 05:05:14.270759,0 days 00:00:04.405744,,,,,,none,,,,,,0.5515581535622627,0.14712970067183695,2.0,826.0,150.0,LightGBM,,,,,,,standard,,,,,,,25.76791640591954,9711.775211838352,0.8439511947155904,,COMPLETE
168,81.759038249553,2025-05-04 05:05:10.172699,2025-05-04 05:05:16.803301,0 days 00:00:06.630602,,,,,,none,,,,,,0.874905528982776,0.5171207241381817,3.0,788.0,146.0,LightGBM,,,,,,,standard,,,,,,,22.69224508975709,6684.540335491872,0.8925928050767249,,COMPLETE
169,96.40868832891819,2025-05-04 05:05:10.383570,2025-05-04 05:05:15.081329,0 days 00:00:04.697759,,,,,,none,,,,,,0.875116000528147,0.49355735516672194,2.0,797.0,142.0,LightGBM,,,,,,,standard,,,,,,,25.828689410025074,9294.635185302486,0.8506538007126774,,COMPLETE
170,100.48517916770159,2025-05-04 05:05:10.934961,2025-05-04 05:05:15.195460,0 days 00:00:04.260499,,,,,,none,,,,,,0.6535185432167392,0.14135371072871059,2.0,798.0,146.0,LightGBM,,,,,,,standard,,,,,,,25.588120582648035,10097.271232365089,0.8377570446109048,,COMPLETE
171,92.40313739741475,2025-05-04 05:05:11.038859,2025-05-04 05:05:15.095001,0 days 00:00:04.056142,,,,,,none,,,,,,0.6437461135605742,0.44983992326066363,2.0,771.0,147.0,LightGBM,,,,,,,standard,,,,,,,26.060036675173993,8538.33980088551,0.8628059550414269,,COMPLETE
172,91.66762023143559,2025-05-04 05:05:11.198605,2025-05-04 05:05:15.312470,0 days 00:00:04.113865,,,,,,none,,,,,,0.8643271892799363,0.4832172320411426,2.0,741.0,147.0,LightGBM,,,,,,,standard,,,,,,,25.63621385261626,8402.952598894699,0.8649813566194732,,COMPLETE
173,,2025-05-04 05:05:11.227792,2025-05-04 05:05:11.354361,0 days 00:00:00.126569,,,,,,none,,,,,,,,,,,RandomForest,True,mae,4.0,13.0,4.0,12.0,standard,,,,,,,,,,"The 'criterion' parameter of RandomForestRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mae' instead.",PRUNED
174,95.77505598617411,2025-05-04 05:05:11.351799,2025-05-04 05:05:15.718805,0 days 00:00:04.367006,,,,,,none,,,,,,0.8671009192415811,0.5021360115584792,2.0,808.0,148.0,LightGBM,,,,,,,standard,,,,,,,25.982961848931012,9172.861349154784,0.8526104627267018,,COMPLETE
175,94.7363807729969,2025-05-04 05:05:11.358300,2025-05-04 05:05:15.365320,0 days 00:00:04.007020,,,,,,none,,,,,,0.5371946986291853,0.47952525049338796,2.0,726.0,148.0,LightGBM,,,,,,,standard,,,,,,,26.806969310977067,8974.981841966257,0.8557899906722619,,COMPLETE
176,97.56012780873627,2025-05-04 05:05:11.458491,2025-05-04 05:05:15.572048,0 days 00:00:04.113557,,,,,,none,,,,,,0.8494601906048829,0.5090459822485218,2.0,754.0,51.0,LightGBM,,,,,,,standard,,,,,,,26.270011507638042,9517.978538056956,0.8470651196934683,,COMPLETE
177,95.60997829540219,2025-05-04 05:05:11.521959,2025-05-04 05:05:16.332386,0 days 00:00:04.810427,,,,,,none,,,,,,0.8560678258295341,0.49127894762871616,2.0,788.0,148.0,LightGBM,,,,,,,standard,,,,,,,25.87282606582142,9141.267949647277,0.853118105473829,,COMPLETE
178,94.86872653161382,2025-05-04 05:05:11.647816,2025-05-04 05:05:16.977360,0 days 00:00:05.329544,,,,,,none,,,,,,0.874748856235684,0.47375792852379495,2.0,911.0,158.0,LightGBM,,,,,,,standard,,,,,,,25.883279395116453,9000.075273730128,0.8553867894076296,,COMPLETE
179,95.5792950181627,2025-05-04 05:05:11.741755,2025-05-04 05:05:16.019172,0 days 00:00:04.277417,,,,,,none,,,,,,0.8579774578186842,0.466596063137919,2.0,792.0,52.0,LightGBM,,,,,,,standard,,,,,,,25.83110285430713,9135.40163616898,0.8532123653995115,,COMPLETE
180,93.17207527962275,2025-05-04 05:05:11.773743,2025-05-04 05:05:15.824722,0 days 00:00:04.050979,,,,,,none,,,,,,0.487651426699952,0.2873605580180167,2.0,792.0,58.0,LightGBM,,,,,,,standard,,,,,,,26.175494889882135,8681.035611911688,0.8605131187325117,,COMPLETE
181,95.34273382810257,2025-05-04 05:05:12.143283,2025-05-04 05:05:32.298564,0 days 00:00:20.155281,,,,,,none,,,,,,0.8720335961722385,0.5159532764616503,6.0,926.0,111.0,LightGBM,,,,,,,standard,,,,,,,22.86600437737952,9090.236893816415,0.8539380724851229,,COMPLETE
182,95.43275203311876,2025-05-04 05:05:12.396365,2025-05-04 05:05:16.426278,0 days 00:00:04.029913,,,,,,none,,,,,,0.6602031926491565,0.5436166224445604,2.0,795.0,166.0,LightGBM,,,,,,,standard,,,,,,,25.9202680554127,9107.410160614732,0.8536621324321199,,COMPLETE
183,100.21718158170486,2025-05-04 05:05:13.218605,2025-05-04 05:05:17.290954,0 days 00:00:04.072349,,,,,,none,,,,,,0.8597618317892888,0.27661619488453776,2.0,801.0,148.0,LightGBM,,,,,,,standard,,,,,,,25.628225852130804,10043.483484180406,0.8386213061552749,,COMPLETE
184,100.09457457775943,2025-05-04 05:05:13.340758,2025-05-04 05:05:17.372375,0 days 00:00:04.031617,,,,,,none,,,,,,0.9571649116941199,0.5036852726445282,2.0,772.0,147.0,LightGBM,,,,,,,standard,,,,,,,26.374656009481292,10018.923859902645,0.8390159302011555,,COMPLETE
185,85.63345906530505,2025-05-04 05:05:13.668205,2025-05-04 05:05:28.716383,0 days 00:00:15.048178,,,,,,none,,,,,,0.882615326413228,0.28895859636661286,6.0,791.0,147.0,LightGBM,,,,,,,standard,,,,,,,21.242278401348546,7333.089311489274,0.8821719200515592,,COMPLETE
186,84.93289656684951,2025-05-04 05:05:14.275429,2025-05-04 05:05:32.124302,0 days 00:00:17.848873,,,,,,none,,,,,,0.48904001380613066,0.4505464584207123,6.0,798.0,145.0,LightGBM,,,,,,,standard,,,,,,,23.24533276860585,7213.596919235157,0.8840919238248242,,COMPLETE
187,81.65574052488024,2025-05-04 05:05:15.092014,2025-05-04 05:05:34.251188,0 days 00:00:19.159174,,,,,,none,,,,,,0.4885826339198046,0.2856852548268962,6.0,914.0,113.0,LightGBM,,,,,,,standard,,,,,,,22.05367783764001,6667.659960666569,0.8928640389414699,,COMPLETE
188,87.01672242606814,2025-05-04 05:05:15.098963,2025-05-04 05:05:23.479200,0 days 00:00:08.380237,,,,,,none,,,,,,0.9610345501281502,0.2812332275628804,6.0,470.0,110.0,LightGBM,,,,,,,standard,,,,,,,21.656300704109935,7571.909981775391,0.8783345494923701,,COMPLETE
189,84.44104500450551,2025-05-04 05:05:15.211307,2025-05-04 05:05:25.998265,0 days 00:00:10.786958,,,,,,none,,,,,,0.870044317046194,0.27995463402683246,6.0,561.0,111.0,LightGBM,,,,,,,standard,,,,,,,21.31709354782249,7130.290081452926,0.8854304981044361,,COMPLETE
190,82.61714469978851,2025-05-04 05:05:15.326972,2025-05-04 05:05:25.148607,0 days 00:00:09.821635,,,,,,none,,,,,,0.4893150559891788,0.28261513089288326,6.0,489.0,111.0,LightGBM,,,,,,,standard,,,,,,,22.621573703985714,6825.592598345792,0.8903263773000414,,COMPLETE
191,88.74713024338442,2025-05-04 05:05:15.376543,2025-05-04 05:05:34.190555,0 days 00:00:18.814012,,,,,,none,,,,,,0.9626689335442182,0.2707423728236823,6.0,908.0,47.0,LightGBM,,,,,,,standard,,,,,,,21.433276148271943,7876.053126436236,0.8734475774069872,,COMPLETE
192,87.55244133625219,2025-05-04 05:05:15.577234,2025-05-04 05:05:35.426360,0 days 00:00:19.849126,,,,,,none,,,,,,0.9601244853760098,0.2830559403030509,6.0,914.0,111.0,LightGBM,,,,,,,standard,,,,,,,21.38284149841208,7665.429983937881,0.8768318700862547,,COMPLETE
193,80.7393501469756,2025-05-04 05:05:15.724917,2025-05-04 05:05:27.815403,0 days 00:00:12.090486,,,,,,none,,,,,,0.5022301922305192,0.28313142650274425,6.0,567.0,111.0,LightGBM,,,,,,,standard,,,,,,,22.563657028858476,6518.842662155929,0.8952552353120296,,COMPLETE
194,88.59401370216911,2025-05-04 05:05:15.829117,2025-05-04 05:05:32.845528,0 days 00:00:17.016411,,,,,,none,,,,,,0.9545815132060586,0.28444907754861803,6.0,915.0,111.0,LightGBM,,,,,,,standard,,,,,,,20.96621162453178,7848.8992638601285,0.873883885674161,,COMPLETE
195,83.14446719652562,2025-05-04 05:05:16.023072,2025-05-04 05:05:33.344910,0 days 00:00:17.321838,,,,,,none,,,,,,0.9563019822159144,0.2824068869332763,6.0,910.0,111.0,LightGBM,,,,,,,standard,,,,,,,20.688572300539672,6913.002425394126,0.888921876188403,,COMPLETE
196,89.94741062647006,2025-05-04 05:05:16.338851,2025-05-04 05:05:37.172292,0 days 00:00:20.833441,,,,,,none,,,,,,0.9585576820295113,0.2809058951708471,7.0,917.0,111.0,LightGBM,,,,,,,standard,,,,,,,21.23982468747323,8090.536678406819,0.8700012556678507,,COMPLETE
197,80.82036003177713,2025-05-04 05:05:16.429347,2025-05-04 05:05:26.118540,0 days 00:00:09.689193,,,,,,none,,,,,,0.9643525052174862,0.2867760579855112,4.0,912.0,112.0,LightGBM,,,,,,,standard,,,,,,,21.63703443142766,6531.930595666078,0.8950449383947974,,COMPLETE
198,85.24676484726363,2025-05-04 05:05:16.807656,2025-05-04 05:05:34.496799,0 days 00:00:17.689143,,,,,,none,,,,,,0.9548206493012313,0.2807566032516008,6.0,907.0,113.0,LightGBM,,,,,,,standard,,,,,,,21.18645778930277,7267.010916924663,0.883233667703456,,COMPLETE
199,88.64939816225926,2025-05-04 05:05:16.982346,2025-05-04 05:05:27.381856,0 days 00:00:10.399510,,,,,,none,,,,,,0.9521711984884579,0.2811192873940289,6.0,578.0,107.0,LightGBM,,,,,,,standard,,,,,,,21.531297598313003,7858.715794530776,0.8737261536581516,,COMPLETE
200,87.11697615894705,2025-05-04 05:05:17.295790,2025-05-04 05:05:27.692689,0 days 00:00:10.396899,,,,,,none,,,,,,0.9576300855179153,0.28574254575342356,6.0,528.0,112.0,LightGBM,,,,,,,standard,,,,,,,21.74694702217672,7589.36753507855,0.8780540415237728,,COMPLETE
201,85.84788839700379,2025-05-04 05:05:17.376396,2025-05-04 05:05:34.068284,0 days 00:00:16.691888,,,,,,none,,,,,,0.9585290636028232,0.2812353320452087,6.0,930.0,111.0,LightGBM,,,,,,,standard,,,,,,,20.894633070251125,7369.859942224417,0.881581089552437,,COMPLETE
202,80.9719148545694,2025-05-04 05:05:17.994333,2025-05-04 05:05:28.254325,0 days 00:00:10.259992,,,,,,none,,,,,,0.8042505853906383,0.2970932628695606,6.0,557.0,116.0,LightGBM,,,,,,,standard,,,,,,,21.41386306179039,6556.450995215639,0.8946509446118543,,COMPLETE
203,88.33155953891153,2025-05-04 05:05:18.169786,2025-05-04 05:05:38.567867,0 days 00:00:20.398081,,,,,,none,,,,,,0.7772519775314355,0.29413573494432366,6.0,923.0,114.0,LightGBM,,,,,,,standard,,,,,,,21.547596424406784,7802.464410576273,0.8746300009023708,,COMPLETE
204,82.48848616226579,2025-05-04 05:05:20.197531,2025-05-04 05:05:30.659509,0 days 00:00:10.461978,,,,,,none,,,,,,0.7854528318312146,0.2927555969773063,4.0,909.0,112.0,LightGBM,,,,,,,standard,,,,,,,21.44762729736903,6804.350349342313,0.8906676977596115,,COMPLETE
