number,value,datetime_start,datetime_complete,duration,params_dt_criterion,params_dt_max_depth,params_dt_min_samples_leaf,params_dt_min_samples_split,params_dt_splitter,params_feature_selector,params_hgb_learning_rate,params_hgb_max_bins,params_hgb_max_depth,params_hgb_max_iter,params_lasso_alpha,params_lgb_feature_fraction,params_lgb_learning_rate,params_lgb_max_depth,params_lgb_n_estimators,params_lgb_num_leaves,params_model,params_rf_bootstrap,params_rf_criterion,params_rf_max_depth,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,params_scaler,params_xgb_alpha,params_xgb_booster,params_xgb_lambda,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_n_estimators,user_attrs_MAE,user_attrs_MSE,user_attrs_R2,user_attrs_error,state
374,85.13519774575585,2025-05-04 05:06:35.810675,2025-05-04 05:06:53.061315,0 days 00:00:17.250640,,,,,,none,,,,,,0.7094978228767898,0.31253948432504164,6.0,933.0,122.0,LightGBM,,,,,,,standard,,,,,,,21.16958443894616,7248.001895208952,0.8835391046666948,,COMPLETE
375,84.3736885070022,2025-05-04 05:06:35.827988,2025-05-04 05:06:52.913203,0 days 00:00:17.085215,,,,,,none,,,,,,0.5901425217486775,0.3094237886302403,6.0,936.0,67.0,LightGBM,,,,,,,standard,,,,,,,21.76511905323469,7118.9193122766355,0.885613203624943,,COMPLETE
376,77.41268616373907,2025-05-04 05:06:35.892993,2025-05-04 05:06:52.673723,0 days 00:00:16.780730,,,,,,none,,,,,,0.8453041039233165,0.3188780542980699,6.0,929.0,127.0,LightGBM,,,,,,,standard,,,,,,,20.629597452474645,5992.723979085558,0.9037089103755607,,COMPLETE
377,84.66617897281097,2025-05-04 05:06:36.324022,2025-05-04 05:06:52.193476,0 days 00:00:15.869454,,,,,,none,,,,,,0.8930391238165851,0.32635495084106625,6.0,929.0,120.0,LightGBM,,,,,,,standard,,,,,,,21.30284456234785,7168.361861856058,0.8848187607322905,,COMPLETE
378,80.63926572152918,2025-05-04 05:06:36.988188,2025-05-04 05:06:53.279702,0 days 00:00:16.291514,,,,,,none,,,,,,0.894807334897593,0.32127501945590786,6.0,927.0,63.0,LightGBM,,,,,,,standard,,,,,,,20.88873595764416,6502.6911761073925,0.8955147573918208,,COMPLETE
379,84.38215342898229,2025-05-04 05:06:38.944467,2025-05-04 05:06:56.782090,0 days 00:00:17.837623,,,,,,none,,,,,,0.5306554927369443,0.32081571933838493,6.0,927.0,76.0,LightGBM,,,,,,,standard,,,,,,,22.627559244095504,7120.347817312308,0.8855902504058561,,COMPLETE
380,86.72952966803683,2025-05-04 05:06:39.997211,2025-05-04 05:06:58.147191,0 days 00:00:18.149980,,,,,,none,,,,,,0.531461574336948,0.31556566269138225,6.0,930.0,127.0,LightGBM,,,,,,,standard,,,,,,,22.574195642581273,7522.011316438881,0.879136321253063,,COMPLETE
381,85.36435040109578,2025-05-04 05:06:41.124223,2025-05-04 05:06:59.857874,0 days 00:00:18.733651,,,,,,none,,,,,,0.5310014754249119,0.30986992166026067,6.0,932.0,120.0,LightGBM,,,,,,,standard,,,,,,,22.48235330416684,7287.07231940106,0.8829113210860265,,COMPLETE
382,82.88444729797504,2025-05-04 05:06:41.675674,2025-05-04 05:07:01.208997,0 days 00:00:19.533323,,,,,,none,,,,,,0.5309754370555877,0.3243272278577615,6.0,928.0,75.0,LightGBM,,,,,,,standard,,,,,,,22.842257093940407,6869.831603890803,0.8896155449535663,,COMPLETE
383,82.3261934847396,2025-05-04 05:06:41.806779,2025-05-04 05:06:59.710976,0 days 00:00:17.904197,,,,,,none,,,,,,0.7070515500504604,0.22812414283243196,6.0,926.0,127.0,LightGBM,,,,,,,standard,,,,,,,20.99614945209087,6777.602133686781,0.8910974880920163,,COMPLETE
384,79.31855601449085,2025-05-04 05:06:41.811301,2025-05-04 05:06:55.336154,0 days 00:00:13.524853,,,,,,none,,,,,,0.7044684494633302,0.32451950246912337,6.0,702.0,73.0,LightGBM,,,,,,,standard,,,,,,,20.952189790277583,6291.433328223922,0.8989092485172935,,COMPLETE
385,89.80761085038407,2025-05-04 05:06:41.880803,2025-05-04 05:06:43.524844,0 days 00:00:01.644041,,,,,,none,,,,,,0.7048980113336348,0.32430590840149365,6.0,83.0,121.0,LightGBM,,,,,,,standard,,,,,,,24.0400978364441,8065.406966654022,0.8704050398793495,,COMPLETE
386,91.23940896949986,2025-05-04 05:06:41.927723,2025-05-04 05:06:59.104826,0 days 00:00:17.177103,,,,,,none,,,,,,0.8946745965781584,0.31189900969478235,6.0,928.0,66.0,LightGBM,,,,,,,standard,,,,,,,21.305743212121296,8324.629749103651,0.8662398481794369,,COMPLETE
387,84.30177478872757,2025-05-04 05:06:42.719243,2025-05-04 05:06:55.561409,0 days 00:00:12.842166,,,,,,none,,,,,,0.8914286465553646,0.31517729800700905,6.0,700.0,105.0,LightGBM,,,,,,,standard,,,,,,,21.22242376249816,7106.789232529343,0.885808109747797,,COMPLETE
388,80.62468833664806,2025-05-04 05:06:43.029542,2025-05-04 05:07:00.284865,0 days 00:00:17.255323,,,,,,none,,,,,,0.8460921496700129,0.3113016128509155,6.0,928.0,120.0,LightGBM,,,,,,,standard,,,,,,,21.115100723259193,6500.340369381634,0.895552530154576,,COMPLETE
389,86.85810053846136,2025-05-04 05:06:43.055666,2025-05-04 05:06:56.303539,0 days 00:00:13.247873,,,,,,none,,,,,,0.5543055457716108,0.3301338211468102,6.0,690.0,78.0,LightGBM,,,,,,,standard,,,,,,,22.078631149656054,7544.329629149461,0.8787777106017163,,COMPLETE
390,85.36861806616731,2025-05-04 05:06:43.534755,2025-05-04 05:06:56.880460,0 days 00:00:13.345705,,,,,,none,,,,,,0.5882112099926096,0.30972357976612025,6.0,692.0,104.0,LightGBM,,,,,,,standard,,,,,,,22.053305037038296,7287.800950527149,0.882899613441004,,COMPLETE
391,83.12115512647095,2025-05-04 05:06:44.863112,2025-05-04 05:07:03.303104,0 days 00:00:18.439992,,,,,,none,,,,,,0.5309300559910831,0.3129096278134876,6.0,929.0,140.0,LightGBM,,,,,,,standard,,,,,,,22.285796326802096,6909.126429558849,0.8889841556899554,,COMPLETE
392,79.82900273022273,2025-05-04 05:06:46.521933,2025-05-04 05:07:01.063110,0 days 00:00:14.541177,,,,,,none,,,,,,0.8909274447408786,0.32001352467998256,6.0,677.0,76.0,LightGBM,,,,,,,standard,,,,,,,20.683429634173944,6372.669676901908,0.8976039428568603,,COMPLETE
393,81.33432504325654,2025-05-04 05:06:46.753627,2025-05-04 05:07:05.683632,0 days 00:00:18.930005,,,,,,none,,,,,,0.5316717625844096,0.31922041289679687,6.0,927.0,140.0,LightGBM,,,,,,,standard,,,,,,,22.128391215155442,6615.272430242109,0.8937058017866985,,COMPLETE
394,78.41107429287686,2025-05-04 05:06:50.715645,2025-05-04 05:07:00.624578,0 days 00:00:09.908933,,,,,,none,,,,,,0.9754504304995075,0.27058870261541546,4.0,931.0,127.0,LightGBM,,,,,,,standard,,,,,,,20.86500375190204,6148.296571763055,0.9012091699375069,,COMPLETE
395,79.4199982578943,2025-05-04 05:06:52.199963,2025-05-04 05:07:00.102121,0 days 00:00:07.902158,,,,,,none,,,,,,0.8438222011755642,0.2281867115539086,4.0,671.0,103.0,LightGBM,,,,,,,standard,,,,,,,21.184343583233915,6307.536123283934,0.8986505088043117,,COMPLETE
396,83.5759488419598,2025-05-04 05:06:52.642628,2025-05-04 05:07:03.009571,0 days 00:00:10.366943,,,,,,none,,,,,,0.5933060032493829,0.275483707866905,4.0,964.0,64.0,LightGBM,,,,,,,standard,,,,,,,21.99994882009423,6984.939224833881,0.8877659956862601,,COMPLETE
397,84.23506001279992,2025-05-04 05:06:52.682727,2025-05-04 05:07:02.690352,0 days 00:00:10.007625,,,,,,none,,,,,,0.5293890445824319,0.2775980167692954,4.0,930.0,127.0,LightGBM,,,,,,,standard,,,,,,,22.56977916527761,7095.545335360003,0.8859887766888809,,COMPLETE
398,,2025-05-04 05:06:52.921128,2025-05-04 05:06:53.002227,0 days 00:00:00.081099,,,,,,none,,,,,,,,,,,RandomForest,True,mse,10.0,25.0,10.0,141.0,standard,,,,,,,,,,"The 'criterion' parameter of RandomForestRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mse' instead.",PRUNED
399,81.2076694239455,2025-05-04 05:06:53.007775,2025-05-04 05:07:02.949245,0 days 00:00:09.941470,,,,,,none,,,,,,0.5538852885539185,0.18254378176825134,4.0,963.0,100.0,LightGBM,,,,,,,standard,,,,,,,21.921810744242446,6594.685573268813,0.894036591407048,,COMPLETE
400,80.74175260729514,2025-05-04 05:06:53.074778,2025-05-04 05:07:03.294153,0 days 00:00:10.219375,,,,,,none,,,,,,0.8398706945735235,0.2741201775031898,4.0,963.0,75.0,LightGBM,,,,,,,standard,,,,,,,21.513710024927924,6519.230614097652,0.8952490017001827,,COMPLETE
401,80.33257328245689,2025-05-04 05:06:53.289988,2025-05-04 05:07:05.195911,0 days 00:00:11.905923,,,,,,none,,,,,,0.662723856622392,0.2740353643755334,4.0,1000.0,76.0,LightGBM,,,,,,,standard,,,,,,,21.624711115488232,6453.322330181308,0.8963080160141625,,COMPLETE
402,81.04707684092445,2025-05-04 05:06:54.983463,2025-05-04 05:07:05.005761,0 days 00:00:10.022298,,,,,,none,,,,,,0.6622366422820983,0.27159975356487936,4.0,958.0,127.0,LightGBM,,,,,,,standard,,,,,,,21.842930697124505,6568.628664458713,0.8944552738209762,,COMPLETE
403,79.18403947924418,2025-05-04 05:06:55.342342,2025-05-04 05:07:06.465454,0 days 00:00:11.123112,,,,,,none,,,,,,0.8506505739461029,0.18548417523957975,4.0,965.0,141.0,LightGBM,,,,,,,standard,,,,,,,21.217072257873216,6270.1121082505,0.8992518378824184,,COMPLETE
404,81.22771177980445,2025-05-04 05:06:55.567363,2025-05-04 05:07:06.001838,0 days 00:00:10.434475,,,,,,none,,,,,,0.5310305328754436,0.272039762197814,4.0,999.0,78.0,LightGBM,,,,,,,standard,,,,,,,22.389990026993242,6597.941160982982,0.893984280623261,,COMPLETE
405,79.49078202691898,2025-05-04 05:06:56.309235,2025-05-04 05:07:10.015630,0 days 00:00:13.706395,,,,,,none,,,,,,0.527817263240469,0.37115178212677596,4.0,962.0,84.0,LightGBM,,,,,,,standard,,,,,,,22.322599256623104,6318.784427251146,0.8984697710547992,,COMPLETE
406,81.75266287087483,2025-05-04 05:06:56.789629,2025-05-04 05:07:08.163455,0 days 00:00:11.373826,,,,,,none,,,,,,0.8465612446432292,0.27446055048519125,4.0,962.0,153.0,LightGBM,,,,,,,standard,,,,,,,21.573646805952023,6683.497886478916,0.8926095551475918,,COMPLETE
407,82.28824976705668,2025-05-04 05:06:56.885902,2025-05-04 05:07:06.983418,0 days 00:00:10.097516,,,,,,none,,,,,,0.8422928230819989,0.2733206970543984,4.0,962.0,82.0,LightGBM,,,,,,,standard,,,,,,,21.499793776468476,6771.356049725505,0.8911978501698653,,COMPLETE
408,80.94201989767963,2025-05-04 05:06:58.156634,2025-05-04 05:07:08.274202,0 days 00:00:10.117568,,,,,,none,,,,,,0.6502152883269033,0.27029257203835666,4.0,964.0,152.0,LightGBM,,,,,,,standard,,,,,,,21.66132438169865,6551.610585116365,0.8947287203219179,,COMPLETE
409,80.83362453078553,2025-05-04 05:06:58.539747,2025-05-04 05:07:08.590165,0 days 00:00:10.050418,,,,,,none,,,,,,0.8487115775290657,0.27282547518659495,4.0,961.0,81.0,LightGBM,,,,,,,standard,,,,,,,21.539549477948537,6534.074854784011,0.8950104844390299,,COMPLETE
410,81.14603399391926,2025-05-04 05:06:59.110925,2025-05-04 05:07:09.995433,0 days 00:00:10.884508,,,,,,none,,,,,,0.8487492017003939,0.27493865515545607,4.0,1000.0,83.0,LightGBM,,,,,,,standard,,,,,,,21.513454259264154,6584.678832942301,0.8941973797118309,,COMPLETE
411,,2025-05-04 05:06:59.255552,2025-05-04 05:06:59.389245,0 days 00:00:00.133693,mae,3.0,7.0,5.0,best,none,,,,,,,,,,,DecisionTree,,,,,,,standard,,,,,,,,,,"The 'criterion' parameter of DecisionTreeRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mae' instead.",PRUNED
412,81.08508262109264,2025-05-04 05:06:59.395227,2025-05-04 05:07:10.125597,0 days 00:00:10.730370,,,,,,none,,,,,,0.8437949305445491,0.27467085671268593,4.0,1000.0,139.0,LightGBM,,,,,,,standard,,,,,,,21.585927523075874,6574.790623669419,0.8943562634596296,,COMPLETE
413,78.83055345108454,2025-05-04 05:06:59.717423,2025-05-04 05:07:08.995571,0 days 00:00:09.278148,,,,,,none,,,,,,0.6563643453276531,0.2685155948072548,4.0,882.0,86.0,LightGBM,,,,,,,standard,,,,,,,21.534181034884302,6214.256157404296,0.9001493313074052,,COMPLETE
414,,2025-05-04 05:06:59.864364,2025-05-04 05:07:00.214625,0 days 00:00:00.350261,,,,,,lasso,,,,,0.0904676190064177,0.6609207710078575,0.2692663411106835,4.0,1000.0,80.0,LightGBM,,,,,,,standard,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
415,81.951739016073,2025-05-04 05:07:00.011266,2025-05-04 05:07:10.317721,0 days 00:00:10.306455,,,,,,none,,,,,,0.8414070114642854,0.18324069620762276,4.0,965.0,83.0,LightGBM,,,,,,,standard,,,,,,,21.19187780129131,6716.087527758543,0.8920859047875491,,COMPLETE
416,,2025-05-04 05:07:00.111983,2025-05-04 05:07:00.541887,0 days 00:00:00.429904,,,,,,lasso,,,,,0.0258187640610519,0.6615374786101851,0.27204359780723625,4.0,961.0,140.0,LightGBM,,,,,,,standard,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
417,86.72795330084661,2025-05-04 05:07:00.230311,2025-05-04 05:07:06.713719,0 days 00:00:06.483408,,,,,,none,,,,,,0.8547119224876708,0.2754403411931507,3.0,884.0,140.0,LightGBM,,,,,,,standard,,,,,,,22.569608954954692,7521.73788375383,0.8791407147694796,,COMPLETE
418,87.17890374161598,2025-05-04 05:07:00.289647,2025-05-04 05:07:19.398399,0 days 00:00:19.108752,,,,,,none,,,,,,0.8509561142429402,0.2737975735028035,5.0,961.0,151.0,LightGBM,,,,,,,standard,,,,,,,21.443705845529937,7600.161257589944,0.8778806079891476,,COMPLETE
419,88.40525884922448,2025-05-04 05:07:00.552636,2025-05-04 05:07:06.881159,0 days 00:00:06.328523,,,,,,none,,,,,,0.6493153152887915,0.18664466191880752,3.0,884.0,74.0,LightGBM,,,,,,,standard,,,,,,,23.642588070403647,7815.489792198383,0.8744207090688833,,COMPLETE
420,82.53337334700862,2025-05-04 05:07:00.634409,2025-05-04 05:07:07.098627,0 days 00:00:06.464218,,,,,,none,,,,,,0.9761502277559885,0.27209121859988084,3.0,886.0,151.0,LightGBM,,,,,,,standard,,,,,,,22.499957398675598,6811.757716036712,0.8905486761906655,,COMPLETE
421,81.77984986192637,2025-05-04 05:07:01.071429,2025-05-04 05:07:08.241826,0 days 00:00:07.170397,,,,,,none,,,,,,0.9830629286807475,0.2747409536005968,3.0,968.0,152.0,LightGBM,,,,,,,standard,,,,,,,22.327294031363426,6687.943843439218,0.8925381175106132,,COMPLETE
422,83.37535619675924,2025-05-04 05:07:01.214592,2025-05-04 05:07:12.706545,0 days 00:00:11.491953,,,,,,none,,,,,,0.6409625828909097,0.27167639743609584,4.0,879.0,141.0,LightGBM,,,,,,,standard,,,,,,,22.137465359472827,6951.450020936479,0.8883041002185547,,COMPLETE
423,86.310477894324,2025-05-04 05:07:01.319437,2025-05-04 05:07:08.084289,0 days 00:00:06.764852,,,,,,none,,,,,,0.48882419254167075,0.18209115481342691,3.0,963.0,151.0,LightGBM,,,,,,,standard,,,,,,,24.052061426858014,7449.498594346591,0.8803014556804568,,COMPLETE
424,,2025-05-04 05:07:02.699069,2025-05-04 05:07:02.775401,0 days 00:00:00.076332,,,,,,none,,,,,,,,,,,RandomForest,False,mse,19.0,18.0,4.0,229.0,standard,,,,,,,,,,"The 'criterion' parameter of RandomForestRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mse' instead.",PRUNED
425,84.55362536102595,2025-05-04 05:07:02.778314,2025-05-04 05:07:09.193085,0 days 00:00:06.414771,,,,,,none,,,,,,0.8522798348431728,0.18024480417562372,3.0,887.0,139.0,LightGBM,,,,,,,standard,,,,,,,22.616857857996358,7149.31556169273,0.8851247966856302,,COMPLETE
426,82.74578154541001,2025-05-04 05:07:02.957618,2025-05-04 05:07:10.552601,0 days 00:00:07.594983,,,,,,none,,,,,,0.9779554699901531,0.27375172098287087,3.0,1000.0,139.0,LightGBM,,,,,,,standard,,,,,,,22.397747219781127,6846.864363560715,0.8899845825739822,,COMPLETE
427,84.2376756433177,2025-05-04 05:07:03.014831,2025-05-04 05:07:09.500616,0 days 00:00:06.485785,,,,,,none,,,,,,0.9758485250660728,0.22769604962451584,3.0,878.0,38.0,LightGBM,,,,,,,standard,,,,,,,22.78597943164414,7095.985997788801,0.8859816961249214,,COMPLETE
428,88.26279795525433,2025-05-04 05:07:03.309187,2025-05-04 05:07:10.164562,0 days 00:00:06.855375,,,,,,none,,,,,,0.9714638937297335,0.6325222591427503,3.0,876.0,153.0,LightGBM,,,,,,,standard,,,,,,,23.71610494463648,7790.321502890049,0.8748251131445491,,COMPLETE
429,85.46794774460855,2025-05-04 05:07:03.314537,2025-05-04 05:07:09.824711,0 days 00:00:06.510174,,,,,,none,,,,,,0.9797715066302582,0.19029047273592534,3.0,886.0,140.0,LightGBM,,,,,,,standard,,,,,,,22.820520045045665,7304.770091675137,0.8826269532789753,,COMPLETE
430,83.03479778703485,2025-05-04 05:07:04.018916,2025-05-04 05:07:19.686097,0 days 00:00:15.667181,,,,,,none,,,,,,0.9797306834116453,0.2282841907703496,5.0,879.0,140.0,LightGBM,,,,,,,standard,,,,,,,21.09763204280452,6894.777643533766,0.8892147119855507,,COMPLETE
431,82.66602366359335,2025-05-04 05:07:04.483656,2025-05-04 05:07:23.346630,0 days 00:00:18.862974,,,,,,none,,,,,,0.9747964245798144,0.22843992277889205,5.0,884.0,140.0,LightGBM,,,,,,,standard,,,,,,,21.3400425036009,6833.671468349777,0.8901965660158353,,COMPLETE
432,84.21729392689396,2025-05-04 05:07:05.011092,2025-05-04 05:07:11.985323,0 days 00:00:06.974231,,,,,,none,,,,,,0.9838104447571007,0.18491347761933954,3.0,880.0,140.0,LightGBM,,,,,,,standard,,,,,,,22.44648110828534,7092.55259636885,0.8860368640193546,,COMPLETE
433,87.84382439163191,2025-05-04 05:07:05.201895,2025-05-04 05:07:13.461180,0 days 00:00:08.259285,,,,,,none,,,,,,0.6397686969422152,0.18361935882009103,3.0,889.0,138.0,LightGBM,,,,,,,standard,,,,,,,23.648937458553373,7716.537483747865,0.8760106747730951,,COMPLETE
434,84.43303420012201,2025-05-04 05:07:05.688218,2025-05-04 05:07:13.168281,0 days 00:00:07.480063,,,,,,none,,,,,,0.8550252302758121,0.23292470850501285,3.0,891.0,41.0,LightGBM,,,,,,,standard,,,,,,,22.586976031677388,7128.937264238972,0.8854522351715943,,COMPLETE
435,80.93979512710447,2025-05-04 05:07:06.007591,2025-05-04 05:07:14.364917,0 days 00:00:08.357326,,,,,,none,,,,,,0.9733439044860966,0.22669487198469476,3.0,876.0,150.0,LightGBM,,,,,,,standard,,,,,,,22.291723844020947,6551.250435217645,0.8947345072105343,,COMPLETE
436,83.42894225206344,2025-05-04 05:07:06.471384,2025-05-04 05:07:14.994436,0 days 00:00:08.523052,,,,,,none,,,,,,0.9709950540258679,0.1856204307129668,3.0,965.0,150.0,LightGBM,,,,,,,standard,,,,,,,22.39361353721026,6960.388405298137,0.888160478257545,,COMPLETE
437,83.53760544937157,2025-05-04 05:07:06.720914,2025-05-04 05:07:16.437058,0 days 00:00:09.716144,,,,,,none,,,,,,0.9861649174646734,0.19206197857919122,3.0,965.0,153.0,LightGBM,,,,,,,standard,,,,,,,22.59289996909343,6978.531524214874,0.8878689546205853,,COMPLETE
438,84.31036819401183,2025-05-04 05:07:06.887307,2025-05-04 05:07:15.757662,0 days 00:00:08.870355,,,,,,none,,,,,,0.8479317485036153,0.22928824262134198,3.0,963.0,166.0,LightGBM,,,,,,,standard,,,,,,,22.680902590728763,7108.238185009842,0.8857848279791642,,COMPLETE
439,,2025-05-04 05:07:06.994055,2025-05-04 05:07:07.147111,0 days 00:00:00.153056,mae,11.0,21.0,3.0,random,none,,,,,,,,,,,DecisionTree,,,,,,,standard,,,,,,,,,,"The 'criterion' parameter of DecisionTreeRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mae' instead.",PRUNED
440,83.82713737378337,2025-05-04 05:07:07.109103,2025-05-04 05:07:26.912232,0 days 00:00:19.803129,,,,,,none,,,,,,0.974357887906579,0.22568346741107828,5.0,970.0,148.0,LightGBM,,,,,,,standard,,,,,,,21.07681889662173,7026.988960283148,0.8870903405319497,,COMPLETE
441,87.32872808518765,2025-05-04 05:07:07.151649,2025-05-04 05:07:12.114554,0 days 00:00:04.962905,,,,,,none,,,,,,0.9821550462631118,0.22996864184982918,5.0,315.0,149.0,LightGBM,,,,,,,standard,,,,,,,22.38355230052802,7626.306748976643,0.8774605022303679,,COMPLETE
442,84.1024435968833,2025-05-04 05:07:08.093997,2025-05-04 05:07:33.031011,0 days 00:00:24.937014,,,,,,none,,,,,,0.9785639731791264,0.22699721935465703,5.0,980.0,37.0,LightGBM,,,,,,,standard,,,,,,,20.766467568272464,7073.221018966938,0.8863474838073984,,COMPLETE
443,82.18052609489783,2025-05-04 05:07:08.167308,2025-05-04 05:07:30.508542,0 days 00:00:22.341234,,,,,,none,,,,,,0.9708950391511547,0.2267844181900903,5.0,999.0,41.0,LightGBM,,,,,,,standard,,,,,,,20.843575234496036,6753.6388692341825,0.8914825298281537,,COMPLETE
444,82.47846740827411,2025-05-04 05:07:08.260997,2025-05-04 05:07:30.198707,0 days 00:00:21.937710,,,,,,none,,,,,,0.9782987589330855,0.22916414431663656,5.0,986.0,127.0,LightGBM,,,,,,,standard,,,,,,,20.7994371890431,6802.6975860177345,0.8906942543609118,,COMPLETE
445,78.51366030120934,2025-05-04 05:07:08.285025,2025-05-04 05:07:31.212778,0 days 00:00:22.927753,,,,,,none,,,,,,0.9421234844930612,0.3710679553820507,5.0,998.0,36.0,LightGBM,,,,,,,standard,,,,,,,20.92100054570985,6164.394853893696,0.9009505027382747,,COMPLETE
446,80.06099905165895,2025-05-04 05:07:08.601099,2025-05-04 05:07:34.406941,0 days 00:00:25.805842,,,,,,none,,,,,,0.9354038088960626,0.3744039047606709,5.0,984.0,127.0,LightGBM,,,,,,,standard,,,,,,,20.77584542239145,6409.763569149736,0.897007918191713,,COMPLETE
447,97.33036965385351,2025-05-04 05:07:09.003165,2025-05-04 05:08:05.469065,0 days 00:00:56.465900,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,standard,0.5631979231330894,dart,0.44871822511048537,0.0412287422247182,13.0,199.0,21.634301093822355,9473.200856955767,0.8477845788002014,,COMPLETE
448,98.88070874166748,2025-05-04 05:07:09.197463,2025-05-04 05:08:04.344128,0 days 00:00:55.146665,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,standard,0.5864192855508301,dart,0.4589494381829718,0.03455375667400885,13.0,192.0,22.039324374266073,9777.394561254474,0.8428968191146851,,COMPLETE
449,99.26090584309543,2025-05-04 05:07:09.508471,2025-05-04 05:08:05.578509,0 days 00:00:56.070038,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,standard,0.5754970850060912,dart,0.5195166342653426,0.03161330327616799,13.0,199.0,21.87100032237774,9852.727428791857,0.8416863679885864,,COMPLETE
450,98.7461940206123,2025-05-04 05:07:09.831171,2025-05-04 05:08:04.752769,0 days 00:00:54.921598,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,standard,0.5118422396413023,dart,0.429651767703769,0.04637399925426036,14.0,189.0,21.537290293286105,9750.810833556408,0.8433239459991455,,COMPLETE
451,96.85384553167673,2025-05-04 05:07:10.003596,2025-05-04 05:08:03.792293,0 days 00:00:53.788697,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,standard,0.585448128450965,dart,0.46028352809676787,0.031346521125073024,10.0,197.0,21.7797246908358,9380.667394273894,0.8492714166641235,,COMPLETE
452,99.15489324616728,2025-05-04 05:07:10.020682,2025-05-04 05:08:01.892279,0 days 00:00:51.871597,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,standard,0.6049832839021348,dart,0.4501273804196616,0.0359026837457046,12.0,184.0,21.85385772543894,9831.692854658828,0.8420243263244629,,COMPLETE
453,,2025-05-04 05:07:10.142341,2025-05-04 05:07:10.506544,0 days 00:00:00.364203,,,,,,lasso,,,,,0.0009909957166875786,,,,,,XGBoost,,,,,,,standard,0.5816742783654174,dart,0.4486534897541934,0.043285808619219816,13.0,194.0,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
454,,2025-05-04 05:07:10.178081,2025-05-04 05:07:10.594537,0 days 00:00:00.416456,,,,,,lasso,,,,,0.0010810463554471754,,,,,,XGBoost,,,,,,,standard,0.5475238984771063,dart,0.4403156303531119,0.038976473740954115,12.0,186.0,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
455,,2025-05-04 05:07:10.338843,2025-05-04 05:07:10.630650,0 days 00:00:00.291807,,,,,,lasso,,,,,0.0012159790376844953,,,,,,XGBoost,,,,,,,standard,0.5677102561742773,dart,0.42648097728433265,0.04014589675702169,13.0,196.0,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
