data,setmana_epidemiologica,any,nom_regio,grup_edat,casos_escarlatina,tasa_casos
13/09/2022,37,2022,Barcelona Ciutat,5 a 9,1,0.0024691358024691358
13/09/2022,37,2022,Barcelona Metropolitana Nord,1 i 2,1,0.007042253521126761
13/09/2022,37,2022,Barcelona Metropolitana Nord,20 a 24,1,0.001148105625717566
13/09/2022,37,2022,Barcelona Metropolitana Nord,3 i 4,1,0.004651162790697674
13/09/2022,37,2022,Barcelona Metropolitana Nord,5 a 9,1,0.001584786053882726
13/09/2022,37,2022,Camp de Tarragona,5 a 9,1,0.004424778761061947
13/09/2022,37,2022,Catalunya Central,5 a 9,1,0.002369668246445498
13/09/2022,37,2022,Girona,1 i 2,1,0.0022222222222222222
13/09/2022,37,2022,Girona,3 i 4,1,0.0019011406844106464
13/09/2022,37,2022,Girona,5 a 9,1,0.0006968641114982578
13/09/2022,37,2022,Penedès,5 a 9,1,0.0018281535648994515
13/09/2023,37,2023,Barcelona Ciutat,1 i 2,1,0.005291005291005291
13/09/2023,37,2023,Barcelona Ciutat,5 a 9,1,0.0019646365422396855
13/09/2023,37,2023,Barcelona Metropolitana Nord,5 a 9,1,0.0023923444976076554
13/09/2023,37,2023,Barcelona Metropolitana Sud,40 a 44,1,0.0006269592476489029
13/09/2023,37,2023,Catalunya Central,5 a 9,1,0.00425531914893617
13/09/2024,37,2024,Barcelona Ciutat,10 a 14,1,0.0017574692442882249
13/09/2024,37,2024,Barcelona Ciutat,50 a 54,1,0.0009523809523809524
13/09/2024,37,2024,Barcelona Metropolitana Sud,3 i 4,1,0.0049504950495049506
13/09/2024,37,2024,Barcelona Metropolitana Sud,5 a 9,1,0.0013568521031207597
13/09/2024,37,2024,Catalunya Central,5 a 9,1,0.0017889087656529517
13/09/2024,37,2024,Girona,1 i 2,1,0.008403361344537815
13/09/2024,37,2024,Girona,3 i 4,1,0.02702702702702703
13/10/2016,41,2016,Barcelona Ciutat,3 i 4,1,0.0043859649122807015
13/10/2016,41,2016,Barcelona Metropolitana Nord,10 a 14,2,0.0012300123001230013
13/10/2016,41,2016,Barcelona Metropolitana Nord,5 a 9,2,0.0012523481527864746
13/10/2016,41,2016,Barcelona Metropolitana Sud,3 i 4,3,0.0037220843672456576
13/10/2016,41,2016,Barcelona Metropolitana Sud,5 a 9,2,0.0014114326040931546
13/10/2016,41,2016,Catalunya Central,1 i 2,2,0.004842615012106538
13/10/2016,41,2016,Catalunya Central,3 i 4,2,0.006472491909385114
13/10/2016,41,2016,Girona,3 i 4,1,0.004098360655737705
13/10/2016,41,2016,Girona,5 a 9,2,0.0007902015013828526
13/10/2016,41,2016,Lleida,1 i 2,1,0.0034965034965034965
13/10/2016,41,2016,Lleida,5 a 9,1,0.0009182736455463728
13/10/2017,41,2017,Barcelona Ciutat,10 a 14,1,0.0016666666666666668
13/10/2017,41,2017,Barcelona Ciutat,3 i 4,2,0.0049504950495049506
13/10/2017,41,2017,Barcelona Ciutat,5 a 9,1,0.002531645569620253
13/10/2017,41,2017,Barcelona Metropolitana Nord,3 i 4,3,0.0038412291933418692
13/10/2017,41,2017,Barcelona Metropolitana Nord,5 a 9,1,0.0016666666666666668
13/10/2017,41,2017,Barcelona Metropolitana Sud,1 i 2,2,0.004415011037527594
13/10/2017,41,2017,Barcelona Metropolitana Sud,3 i 4,3,0.007481296758104738
13/10/2017,41,2017,Barcelona Metropolitana Sud,5 a 9,1,0.0013404825737265416
13/10/2017,41,2017,Camp de Tarragona,5 a 9,1,0.0013020833333333333
13/10/2017,41,2017,Girona,1 i 2,1,0.006666666666666667
13/10/2017,41,2017,Girona,10 a 14,1,0.0030211480362537764
13/10/2017,41,2017,Girona,3 i 4,1,0.008064516129032258
13/10/2017,41,2017,Girona,5 a 9,1,0.0009541984732824427
13/10/2017,41,2017,Lleida,1 i 2,2,0.005952380952380952
13/10/2017,41,2017,Penedès,3 i 4,1,0.004901960784313725
13/10/2018,41,2018,Barcelona Ciutat,3 i 4,1,0.006756756756756757
13/10/2018,41,2018,Barcelona Metropolitana Nord,3 i 4,2,0.0024813895781637717
13/10/2018,41,2018,Barcelona Metropolitana Sud,5 a 9,1,0.0013245033112582781
13/10/2018,41,2018,Catalunya Central,1 i 2,1,0.004405286343612335
13/10/2018,41,2018,Girona,5 a 9,1,0.0021008403361344537
13/10/2019,41,2019,Barcelona Metropolitana Nord,1 i 2,1,0.004672897196261682
13/10/2020,42,2020,Barcelona Metropolitana Nord,1 i 2,1,0.004651162790697674
13/10/2020,42,2020,Barcelona Metropolitana Nord,5 a 9,1,0.0028735632183908046
13/10/2020,42,2020,Barcelona Metropolitana Sud,5 a 9,1,0.0017006802721088435
13/10/2021,41,2021,Barcelona Metropolitana Nord,3 i 4,1,0.003003003003003003
13/10/2021,41,2021,Catalunya Central,3 i 4,1,0.006666666666666667
13/10/2021,41,2021,Penedès,5 a 9,1,0.002197802197802198
13/10/2022,41,2022,Alt Pirineu i Aran,1 i 2,1,0.0078125
13/10/2022,41,2022,Barcelona Ciutat,3 i 4,3,0.005366726296958855
13/10/2022,41,2022,Barcelona Ciutat,5 a 9,3,0.0023237800154918666
13/10/2022,41,2022,Barcelona Metropolitana Nord,3 i 4,3,0.004316546762589928
13/10/2022,41,2022,Barcelona Metropolitana Nord,5 a 9,3,0.001664816870144284
13/10/2022,41,2022,Barcelona Metropolitana Sud,3 i 4,2,0.0038910505836575876
13/10/2022,41,2022,Barcelona Metropolitana Sud,5 a 9,4,0.0013080444735120995
13/10/2022,41,2022,Camp de Tarragona,3 i 4,1,0.006289308176100629
13/10/2022,41,2022,Catalunya Central,1 i 2,1,0.005376344086021506
13/10/2022,41,2022,Catalunya Central,3 i 4,1,0.006944444444444444
13/10/2022,41,2022,Girona,3 i 4,1,0.003076923076923077
13/10/2022,41,2022,Girona,5 a 9,2,0.002
13/10/2022,41,2022,Lleida,3 i 4,1,0.004081632653061225
13/10/2022,41,2022,Lleida,5 a 9,1,0.0015105740181268882
13/10/2023,41,2023,Barcelona Ciutat,3 i 4,1,0.004694835680751174
13/10/2023,41,2023,Barcelona Ciutat,5 a 9,1,0.002183406113537118
13/10/2023,41,2023,Barcelona Metropolitana Nord,1 i 2,1,0.0055248618784530384
13/10/2023,41,2023,Barcelona Metropolitana Nord,5 a 9,2,0.0015432098765432098
13/10/2023,41,2023,Barcelona Metropolitana Sud,1 i 2,1,0.013888888888888888
13/10/2023,41,2023,Barcelona Metropolitana Sud,3 i 4,1,0.003952569169960474
13/10/2023,41,2023,Barcelona Metropolitana Sud,5 a 9,5,0.0018248175182481751
13/10/2023,41,2023,Girona,3 i 4,2,0.003305785123966942
13/10/2023,41,2023,Girona,5 a 9,2,0.0009638554216867469
13/10/2023,41,2023,Penedès,1 i 2,1,0.006329113924050633
13/10/2023,41,2023,Penedès,25 a 29,1,0.0020408163265306124
13/10/2023,41,2023,Terres de l'Ebre,1 i 2,1,0.005405405405405406
13/10/2024,41,2024,Barcelona Ciutat,3 i 4,1,0.006369426751592357
13/10/2024,41,2024,Barcelona Ciutat,5 a 9,1,0.0024691358024691358
13/10/2024,41,2024,Barcelona Metropolitana Nord,1 i 2,1,0.0125
13/10/2024,41,2024,Barcelona Metropolitana Nord,5 a 9,1,0.0017825311942959
13/10/2024,41,2024,Camp de Tarragona,3 i 4,1,0.008333333333333333
13/10/2024,41,2024,Camp de Tarragona,5 a 9,1,0.001226993865030675
13/10/2024,41,2024,Girona,3 i 4,1,0.003424657534246575
13/11/2016,45,2016,Barcelona Metropolitana Sud,3 i 4,1,0.0036363636363636364
13/11/2016,45,2016,Camp de Tarragona,1 i 2,1,0.0027397260273972603
13/11/2016,45,2016,Girona,3 i 4,2,0.0051813471502590676
13/11/2016,45,2016,Lleida,1 i 2,1,0.004901960784313725
13/11/2017,46,2017,Barcelona Ciutat,3 i 4,2,0.005633802816901409
13/11/2017,46,2017,Barcelona Ciutat,5 a 9,2,0.0015015015015015015
13/11/2017,46,2017,Barcelona Metropolitana Nord,1 i 2,2,0.0056179775280898875
13/11/2017,46,2017,Barcelona Metropolitana Nord,10 a 14,1,0.001201923076923077
13/11/2017,46,2017,Barcelona Metropolitana Nord,3 i 4,7,0.003993154592127781
13/11/2017,46,2017,Barcelona Metropolitana Nord,5 a 9,1,0.002
13/11/2017,46,2017,Barcelona Metropolitana Sud,3 i 4,6,0.003942181340341655
13/11/2017,46,2017,Barcelona Metropolitana Sud,5 a 9,1,0.0022271714922048997
13/11/2017,46,2017,Camp de Tarragona,3 i 4,6,0.0053285968028419185
13/11/2017,46,2017,Catalunya Central,1 i 2,1,0.010869565217391304
13/11/2017,46,2017,Catalunya Central,3 i 4,4,0.00676818950930626
13/11/2017,46,2017,Catalunya Central,5 a 9,1,0.0038910505836575876
13/11/2017,46,2017,Girona,3 i 4,3,0.007772020725388601
13/11/2017,46,2017,Girona,5 a 9,1,0.0027624309392265192
13/11/2017,46,2017,Lleida,3 i 4,3,0.005434782608695652
13/11/2017,46,2017,Lleida,5 a 9,1,0.004901960784313725
13/11/2017,46,2017,Penedès,3 i 4,2,0.00784313725490196
13/11/2017,46,2017,Penedès,5 a 9,1,0.0017064846416382253
13/11/2018,46,2018,Barcelona Ciutat,1 i 2,1,0.004807692307692308
13/11/2018,46,2018,Barcelona Ciutat,20 a 24,1,0.00211864406779661
13/11/2018,46,2018,Barcelona Ciutat,3 i 4,3,0.005263157894736842
13/11/2018,46,2018,Barcelona Ciutat,5 a 9,3,0.0017321016166281756
13/11/2018,46,2018,Barcelona Metropolitana Nord,1 i 2,4,0.0038498556304138597
13/11/2018,46,2018,Barcelona Metropolitana Nord,3 i 4,6,0.004405286343612335
13/11/2018,46,2018,Barcelona Metropolitana Nord,5 a 9,3,0.0024671052631578946
13/11/2018,46,2018,Barcelona Metropolitana Sud,3 i 4,2,0.003436426116838488
13/11/2018,46,2018,Barcelona Metropolitana Sud,5 a 9,3,0.0012881064834693002
13/11/2018,46,2018,Camp de Tarragona,1 i 2,1,0.0047169811320754715
13/11/2018,46,2018,Camp de Tarragona,3 i 4,1,0.004807692307692308
13/11/2018,46,2018,Camp de Tarragona,5 a 9,1,0.0018083182640144665
13/11/2018,46,2018,Catalunya Central,3 i 4,1,0.006060606060606061
13/11/2018,46,2018,Girona,3 i 4,2,0.004608294930875576
13/11/2018,46,2018,Lleida,1 i 2,1,0.007194244604316547
13/11/2018,46,2018,Penedès,1 i 2,1,0.0056179775280898875
13/11/2018,46,2018,Penedès,3 i 4,2,0.005633802816901409
13/11/2018,46,2018,Penedès,5 a 9,1,0.0016501650165016502
13/11/2018,46,2018,Terres de l'Ebre,3 i 4,1,0.013333333333333334
13/11/2019,46,2019,Barcelona Ciutat,1 i 2,3,0.005319148936170213
13/11/2019,46,2019,Barcelona Ciutat,3 i 4,4,0.005822416302765648
13/11/2019,46,2019,Barcelona Ciutat,5 a 9,2,0.001953125
13/11/2019,46,2019,Barcelona Metropolitana Nord,1 i 2,3,0.0049261083743842365
13/11/2019,46,2019,Barcelona Metropolitana Nord,3 i 4,1,0.005813953488372093
13/11/2019,46,2019,Barcelona Metropolitana Nord,5 a 9,4,0.0015390534821085034
13/11/2019,46,2019,Barcelona Metropolitana Sud,3 i 4,2,0.005115089514066497
13/11/2019,46,2019,Barcelona Metropolitana Sud,5 a 9,1,0.0015082956259426848
13/11/2019,46,2019,Camp de Tarragona,1 i 2,1,0.006172839506172839
13/11/2019,46,2019,Camp de Tarragona,3 i 4,3,0.0048
13/11/2019,46,2019,Catalunya Central,20 a 24,1,0.0019230769230769232
13/11/2019,46,2019,Catalunya Central,3 i 4,1,0.0064516129032258064
13/11/2019,46,2019,Girona,3 i 4,1,0.0029154518950437317
13/11/2019,46,2019,Girona,5 a 9,2,0.002242152466367713
13/11/2019,46,2019,Lleida,3 i 4,1,0.010638297872340425
13/11/2019,46,2019,Lleida,5 a 9,1,0.0012360939431396785
13/11/2019,46,2019,Penedès,1 i 2,1,0.011904761904761904
13/11/2019,46,2019,Penedès,5 a 9,2,0.001962708537782139
13/11/2020,46,2020,Barcelona Metropolitana Nord,1 i 2,1,0.004291845493562232
13/11/2020,46,2020,Camp de Tarragona,1 i 2,1,0.007692307692307693
13/11/2021,45,2021,Alt Pirineu i Aran,10 a 14,1,0.01020408163265306
13/11/2021,45,2021,Barcelona Ciutat,5 a 9,1,0.003289473684210526
13/11/2021,45,2021,Girona,35 a 39,1,0.0005558643690939411
13/11/2022,45,2022,Alt Pirineu i Aran,5 a 9,1,0.009009009009009009
13/11/2022,45,2022,Barcelona Ciutat,3 i 4,2,0.004545454545454545
13/11/2022,45,2022,Barcelona Ciutat,5 a 9,1,0.0022988505747126436
13/11/2022,45,2022,Barcelona Metropolitana Nord,3 i 4,2,0.007407407407407408
13/11/2022,45,2022,Barcelona Metropolitana Sud,3 i 4,2,0.004098360655737705
13/11/2022,45,2022,Barcelona Metropolitana Sud,5 a 9,2,0.0014336917562724014
13/11/2022,45,2022,Camp de Tarragona,3 i 4,1,0.003952569169960474
13/11/2022,45,2022,Camp de Tarragona,5 a 9,1,0.0036900369003690036
13/11/2022,45,2022,Catalunya Central,3 i 4,2,0.006472491909385114
13/11/2022,45,2022,Girona,15 a 19,1,0.0026455026455026454
13/11/2022,45,2022,Girona,3 i 4,1,0.0034602076124567475
13/11/2022,45,2022,Lleida,1 i 2,1,0.004484304932735426
13/11/2022,45,2022,Lleida,5 a 9,1,0.0014104372355430183
13/11/2022,45,2022,Penedès,1 i 2,1,0.002331002331002331
13/11/2022,45,2022,Penedès,3 i 4,1,0.004975124378109453
13/11/2022,45,2022,Penedès,5 a 9,1,0.0020833333333333333
13/11/2023,46,2023,Alt Pirineu i Aran,3 i 4,1,0.013888888888888888
13/11/2023,46,2023,Barcelona Ciutat,1 i 2,2,0.004901960784313725
13/11/2023,46,2023,Barcelona Ciutat,3 i 4,11,0.00556398583712696
13/11/2023,46,2023,Barcelona Ciutat,5 a 9,7,0.002733307301835221
13/11/2023,46,2023,Barcelona Metropolitana Nord,1 i 2,4,0.004624277456647399
13/11/2023,46,2023,Barcelona Metropolitana Nord,10 a 14,3,0.0014124293785310734
13/11/2023,46,2023,Barcelona Metropolitana Nord,20 a 24,1,0.0008051529790660225
13/11/2023,46,2023,Barcelona Metropolitana Nord,3 i 4,25,0.005815305885089556
13/11/2023,46,2023,Barcelona Metropolitana Nord,35 a 39,1,0.0009225092250922509
13/11/2023,46,2023,Barcelona Metropolitana Nord,5 a 9,16,0.001606425702811245
13/11/2023,46,2023,Barcelona Metropolitana Sud,1 i 2,3,0.00641025641025641
13/11/2023,46,2023,Barcelona Metropolitana Sud,3 i 4,8,0.005513439007580979
13/11/2023,46,2023,Barcelona Metropolitana Sud,5 a 9,8,0.0018323408153916628
13/11/2023,46,2023,Camp de Tarragona,3 i 4,2,0.004901960784313725
13/11/2023,46,2023,Camp de Tarragona,5 a 9,4,0.001474382602285293
13/11/2023,46,2023,Catalunya Central,1 i 2,1,0.006711409395973154
13/11/2023,46,2023,Catalunya Central,3 i 4,6,0.008670520231213872
13/11/2023,46,2023,Catalunya Central,5 a 9,2,0.0045662100456621
13/11/2023,46,2023,Girona,1 i 2,1,0.008333333333333333
13/11/2023,46,2023,Girona,10 a 14,2,0.0008525149190110827
13/11/2023,46,2023,Girona,3 i 4,3,0.004149377593360996
13/11/2023,46,2023,Girona,5 a 9,10,0.0011350737797956867
13/11/2023,46,2023,Lleida,3 i 4,1,0.03571428571428571
13/11/2023,46,2023,Lleida,5 a 9,1,0.0027100271002710027
13/11/2023,46,2023,Penedès,3 i 4,5,0.005065856129685917
13/11/2023,46,2023,Penedès,35 a 39,1,0.0031746031746031746
13/11/2023,46,2023,Penedès,5 a 9,3,0.002932551319648094
13/11/2023,46,2023,Terres de l'Ebre,3 i 4,1,0.003816793893129771
13/11/2023,46,2023,Terres de l'Ebre,5 a 9,1,0.001321003963011889
13/11/2024,46,2024,Barcelona Ciutat,10 a 14,1,0.0016638935108153079
13/11/2024,46,2024,Barcelona Ciutat,3 i 4,1,0.012195121951219513
13/11/2024,46,2024,Barcelona Ciutat,35 a 39,1,0.0007358351729212656
13/11/2024,46,2024,Barcelona Metropolitana Nord,20 a 24,1,0.0015552099533437014
13/11/2024,46,2024,Barcelona Metropolitana Nord,3 i 4,3,0.007614213197969543
13/11/2024,46,2024,Barcelona Metropolitana Nord,5 a 9,1,0.0009532888465204957
13/11/2024,46,2024,Barcelona Metropolitana Sud,1 i 2,1,0.004201680672268907
13/11/2024,46,2024,Barcelona Metropolitana Sud,3 i 4,2,0.004545454545454545
13/11/2024,46,2024,Camp de Tarragona,1 i 2,1,0.004784688995215311
13/11/2024,46,2024,Camp de Tarragona,3 i 4,1,0.0030581039755351682
13/11/2024,46,2024,Camp de Tarragona,5 a 9,1,0.0016313213703099511
13/11/2024,46,2024,Girona,1 i 2,1,0.005154639175257732
13/11/2024,46,2024,Girona,10 a 14,1,0.002617801047120419
13/11/2024,46,2024,Girona,5 a 9,1,0.0006978367062107466
13/11/2024,46,2024,Lleida,5 a 9,1,0.0015037593984962407
13/11/2024,46,2024,No disponible,10 a 14,1,inf
13/11/2024,46,2024,Penedès,3 i 4,2,0.0032626427406199023
13/12/2016,50,2016,Barcelona Ciutat,1 i 2,1,0.006060606060606061
13/12/2016,50,2016,Barcelona Ciutat,3 i 4,3,0.00505902192242833
13/12/2016,50,2016,Barcelona Ciutat,5 a 9,1,0.0024509803921568627
13/12/2016,50,2016,Barcelona Metropolitana Nord,1 i 2,2,0.004434589800443459
13/12/2016,50,2016,Barcelona Metropolitana Nord,10 a 14,1,0.0008496176720475786
13/12/2016,50,2016,Barcelona Metropolitana Nord,3 i 4,1,0.002257336343115124
13/12/2016,50,2016,Barcelona Metropolitana Nord,5 a 9,1,0.0018248175182481751
13/12/2016,50,2016,Barcelona Metropolitana Sud,3 i 4,1,0.004545454545454545
13/12/2016,50,2016,Barcelona Metropolitana Sud,5 a 9,2,0.0015936254980079682
13/12/2016,50,2016,Catalunya Central,3 i 4,1,0.004032258064516129
13/12/2016,50,2016,Catalunya Central,5 a 9,2,0.0020964360587002098
13/12/2016,50,2016,Girona,1 i 2,1,0.008064516129032258
13/12/2016,50,2016,Girona,10 a 14,1,0.0018975332068311196
13/12/2016,50,2016,Girona,15 a 19,1,0.0024271844660194173
13/12/2016,50,2016,Lleida,1 i 2,1,0.018518518518518517
13/12/2016,50,2016,Lleida,3 i 4,1,0.005128205128205128
13/12/2016,50,2016,Penedès,1 i 2,1,0.003703703703703704
13/12/2016,50,2016,Penedès,3 i 4,2,0.0038022813688212928
13/12/2016,50,2016,Penedès,5 a 9,1,0.0013774104683195593
13/12/2017,50,2017,Barcelona Ciutat,5 a 9,1,0.0025
13/12/2017,50,2017,Barcelona Metropolitana Nord,3 i 4,2,0.004651162790697674
13/12/2017,50,2017,Barcelona Metropolitana Nord,5 a 9,1,0.001451378809869376
13/12/2017,50,2017,Barcelona Metropolitana Sud,1 i 2,1,0.00423728813559322
13/12/2017,50,2017,Barcelona Metropolitana Sud,3 i 4,1,0.004405286343612335
13/12/2017,50,2017,Barcelona Metropolitana Sud,5 a 9,2,0.0015117157974300832
13/12/2017,50,2017,Camp de Tarragona,35 a 39,1,0.0017730496453900709
13/12/2017,50,2017,Camp de Tarragona,5 a 9,3,0.0018159806295399517
13/12/2017,50,2017,Catalunya Central,5 a 9,1,0.001697792869269949
13/12/2017,50,2017,Girona,1 i 2,1,0.006172839506172839
13/12/2017,50,2017,Girona,3 i 4,2,0.0034602076124567475
13/12/2017,50,2017,Lleida,40 a 44,1,0.0012953367875647669
13/12/2017,50,2017,Lleida,5 a 9,1,0.0009124087591240876
13/12/2017,50,2017,No disponible,3 i 4,1,inf
13/12/2017,50,2017,Penedès,3 i 4,1,0.0049504950495049506
13/12/2017,50,2017,Penedès,5 a 9,1,0.00145985401459854
13/12/2018,50,2018,Barcelona Ciutat,1 i 2,3,0.005319148936170213
13/12/2018,50,2018,Barcelona Ciutat,3 i 4,2,0.005494505494505495
13/12/2018,50,2018,Barcelona Metropolitana Nord,3 i 4,6,0.004231311706629055
13/12/2018,50,2018,Barcelona Metropolitana Nord,5 a 9,3,0.0017921146953405018
13/12/2018,50,2018,Barcelona Metropolitana Sud,5 a 9,2,0.001034126163391934
13/12/2018,50,2018,Camp de Tarragona,3 i 4,1,0.004807692307692308
13/12/2018,50,2018,Girona,35 a 39,1,0.0007656967840735069
13/12/2018,50,2018,Lleida,3 i 4,1,0.003663003663003663
13/12/2018,50,2018,Lleida,5 a 9,1,0.0014285714285714286
13/12/2019,50,2019,Barcelona Ciutat,10 a 14,1,0.002242152466367713
13/12/2019,50,2019,Barcelona Ciutat,3 i 4,3,0.005
13/12/2019,50,2019,Barcelona Metropolitana Nord,1 i 2,1,0.00423728813559322
13/12/2019,50,2019,Barcelona Metropolitana Nord,10 a 14,1,0.0019047619047619048
13/12/2019,50,2019,Barcelona Metropolitana Nord,3 i 4,1,0.00546448087431694
13/12/2019,50,2019,Barcelona Metropolitana Nord,5 a 9,5,0.0014956625785222854
13/12/2019,50,2019,Barcelona Metropolitana Sud,1 i 2,3,0.005385996409335727
13/12/2019,50,2019,Barcelona Metropolitana Sud,3 i 4,2,0.003968253968253968
13/12/2019,50,2019,Barcelona Metropolitana Sud,5 a 9,2,0.002145922746781116
13/12/2019,50,2019,Camp de Tarragona,1 i 2,1,0.012048192771084338
13/12/2019,50,2019,Camp de Tarragona,5 a 9,2,0.001762114537444934
13/12/2019,50,2019,Catalunya Central,5 a 9,1,0.0033444816053511705
13/12/2019,50,2019,Girona,1 i 2,2,0.0038461538461538464
13/12/2019,50,2019,Girona,3 i 4,2,0.0051813471502590676
13/12/2019,50,2019,Girona,5 a 9,1,0.0030120481927710845
13/12/2019,50,2019,Lleida,3 i 4,1,0.0035587188612099642
13/12/2019,50,2019,Lleida,5 a 9,1,0.002304147465437788
13/12/2019,50,2019,Penedès,1 i 2,3,0.005859375
13/12/2019,50,2019,Penedès,3 i 4,1,0.006211180124223602
13/12/2019,50,2019,Penedès,5 a 9,2,0.0016501650165016502
13/12/2020,50,2020,Camp de Tarragona,3 i 4,1,0.005494505494505495
13/12/2021,50,2021,Barcelona Ciutat,3 i 4,1,0.004310344827586207
13/12/2021,50,2021,Barcelona Ciutat,5 a 9,1,0.0021141649048625794
13/12/2021,50,2021,Barcelona Metropolitana Nord,1 i 2,1,0.005434782608695652
13/12/2021,50,2021,Barcelona Metropolitana Nord,3 i 4,2,0.0028530670470756064
13/12/2021,50,2021,Barcelona Metropolitana Nord,5 a 9,1,0.0016638935108153079
13/12/2021,50,2021,Camp de Tarragona,3 i 4,2,0.004842615012106538
13/12/2021,50,2021,Girona,1 i 2,1,0.003875968992248062
13/12/2021,50,2021,Girona,3 i 4,3,0.002737226277372263
13/12/2021,50,2021,Lleida,3 i 4,1,0.005154639175257732
13/12/2022,50,2022,Alt Pirineu i Aran,3 i 4,1,0.03571428571428571
13/12/2022,50,2022,Alt Pirineu i Aran,5 a 9,1,0.007246376811594203
13/12/2022,50,2022,Barcelona Ciutat,3 i 4,1,0.0037174721189591076
13/12/2022,50,2022,Barcelona Ciutat,5 a 9,5,0.001846381093057607
13/12/2022,50,2022,Barcelona Metropolitana Nord,1 i 2,3,0.005128205128205128
13/12/2022,50,2022,Barcelona Metropolitana Nord,3 i 4,7,0.004498714652956298
13/12/2022,50,2022,Barcelona Metropolitana Nord,5 a 9,4,0.0022371364653243847
13/12/2022,50,2022,Barcelona Metropolitana Sud,1 i 2,1,0.005208333333333333
13/12/2022,50,2022,Barcelona Metropolitana Sud,3 i 4,2,0.005249343832020997
13/12/2022,50,2022,Barcelona Metropolitana Sud,5 a 9,4,0.0018034265103697023
13/12/2022,50,2022,Camp de Tarragona,3 i 4,1,0.00847457627118644
13/12/2022,50,2022,Camp de Tarragona,5 a 9,1,0.002717391304347826
13/12/2022,50,2022,Catalunya Central,3 i 4,1,0.00684931506849315
13/12/2022,50,2022,Catalunya Central,5 a 9,1,0.002070393374741201
13/12/2022,50,2022,Girona,1 i 2,1,0.003289473684210526
13/12/2022,50,2022,Girona,3 i 4,4,0.0031570639305445935
13/12/2022,50,2022,Girona,5 a 9,4,0.002197802197802198
13/12/2022,50,2022,Girona,55 a 59,1,0.004524886877828055
13/12/2022,50,2022,Lleida,1 i 2,1,0.006802721088435374
13/12/2022,50,2022,Penedès,5 a 9,1,0.0015037593984962407
13/12/2022,50,2022,Terres de l'Ebre,1 i 2,1,0.004629629629629629
13/12/2023,50,2023,Alt Pirineu i Aran,5 a 9,1,0.002232142857142857
13/12/2023,50,2023,Barcelona Ciutat,5 a 9,2,0.001984126984126984
13/12/2023,50,2023,Barcelona Metropolitana Nord,1 i 2,1,0.00641025641025641
13/12/2023,50,2023,Barcelona Metropolitana Nord,10 a 14,1,0.0017094017094017094
13/12/2023,50,2023,Barcelona Metropolitana Nord,3 i 4,2,0.004106776180698152
13/12/2023,50,2023,Barcelona Metropolitana Nord,5 a 9,5,0.0017642907551164433
13/12/2023,50,2023,Barcelona Metropolitana Sud,1 i 2,2,0.010362694300518135
13/12/2023,50,2023,Barcelona Metropolitana Sud,3 i 4,1,0.0125
13/12/2023,50,2023,Camp de Tarragona,3 i 4,2,0.006349206349206349
13/12/2023,50,2023,Camp de Tarragona,45 a 49,1,0.0035335689045936395
13/12/2023,50,2023,Camp de Tarragona,5 a 9,1,0.0012077294685990338
13/12/2023,50,2023,Catalunya Central,1 i 2,2,0.006666666666666667
13/12/2023,50,2023,Catalunya Central,5 a 9,1,0.004629629629629629
13/12/2023,50,2023,Girona,3 i 4,1,0.005319148936170213
13/12/2023,50,2023,Girona,5 a 9,1,0.0020242914979757085
13/12/2023,50,2023,Penedès,1 i 2,1,0.009523809523809525
13/12/2023,50,2023,Penedès,5 a 9,1,0.002242152466367713
13/12/2023,50,2023,Terres de l'Ebre,5 a 9,1,0.003205128205128205
13/12/2024,50,2024,Barcelona Ciutat,1 i 2,1,0.00684931506849315
13/12/2024,50,2024,Barcelona Ciutat,3 i 4,2,0.00881057268722467
13/12/2024,50,2024,Barcelona Ciutat,5 a 9,1,0.0018796992481203006
13/12/2024,50,2024,Barcelona Metropolitana Nord,10 a 14,2,0.0014727540500736377
13/12/2024,50,2024,Barcelona Metropolitana Nord,3 i 4,1,0.0078125
13/12/2024,50,2024,Barcelona Metropolitana Nord,5 a 9,5,0.0014108352144469526
13/12/2024,50,2024,Barcelona Metropolitana Sud,1 i 2,3,0.016666666666666666
13/12/2024,50,2024,Barcelona Metropolitana Sud,3 i 4,2,0.0045871559633027525
13/12/2024,50,2024,Barcelona Metropolitana Sud,40 a 44,1,0.002364066193853428
13/12/2024,50,2024,Barcelona Metropolitana Sud,5 a 9,1,0.001564945226917058
13/12/2024,50,2024,Camp de Tarragona,10 a 14,1,0.0014492753623188406
13/12/2024,50,2024,Camp de Tarragona,5 a 9,2,0.0020491803278688526
13/12/2024,50,2024,Catalunya Central,1 i 2,2,0.0058823529411764705
13/12/2024,50,2024,Catalunya Central,10 a 14,1,0.0015290519877675841
13/12/2024,50,2024,Catalunya Central,3 i 4,1,0.006024096385542169
13/12/2024,50,2024,Girona,1 i 2,3,0.014423076923076924
13/12/2024,50,2024,Girona,10 a 14,1,0.0009699321047526673
13/12/2024,50,2024,Girona,15 a 19,1,0.0008960573476702509
13/12/2024,50,2024,Girona,3 i 4,1,0.004807692307692308
13/12/2024,50,2024,Girona,5 a 9,1,0.0006891798759476223
13/12/2024,50,2024,Lleida,1 i 2,2,0.008968609865470852
13/12/2024,50,2024,Lleida,5 a 9,2,0.0018832391713747645
13/12/2024,50,2024,Penedès,3 i 4,1,0.006060606060606061
13/12/2024,50,2024,Penedès,5 a 9,2,0.0011013215859030838
